item,desc_item,localizacion,categoria,fecha,documento,registro,cp,entradas,salidas,unitario,total,cantidad,cost_center,lote
P007271,Producto Performance 7271,ALM-1,GRUPO-7,2026-03-21,EA-DOC010007271,7271,CP,38.843,0.0,8468.83,328954.76,38.843,CC-3,LOT-011
P007272,Producto Performance 7272,ALM-2,GRUPO-8,2026-03-22,EA-DOC010007272,7272,CP,31.504,0.0,11376.28,358398.33,31.504,CC-4,LOT-012
P007273,Producto Performance 7273,ALM-3,GRUPO-1,2026-03-23,SA-DOC010007273,7273,CP,0.0,47.45,14872.64,-705706.77,-47.45,CC-1,LOT-013
P007274,Producto Performance 7274,ALM-4,GRUPO-2,2026-03-24,EA-DOC010007274,7274,CP,35.141,0.0,4651.86,163471.01,35.141,CC-2,LOT-014
P007275,Producto Performance 7275,ALM-5,GRUPO-3,2026-03-25,EA-DOC010007275,7275,CP,41.721,0.0,6364.3,265524.96,41.721,CC-3,LOT-015
P007276,Producto Performance 7276,ALM-1,GRUPO-4,2026-03-26,SA-DOC010007276,7276,CP,0.0,3.521,13930.82,-49050.42,-3.521,CC-4,LOT-016
P007277,Producto Performance 7277,ALM-2,GRUPO-5,2026-03-27,EA-DOC010007277,7277,CP,0.737,0.0,10806.87,7964.66,0.737,CC-1,LOT-017
P007278,Producto Performance 7278,ALM-3,GRUPO-6,2026-03-28,EA-DOC010007278,7278,CP,20.877,0.0,8088.06,168854.43,20.877,CC-2,LOT-018
P007279,Producto Performance 7279,ALM-4,GRUPO-7,2026-03-29,SA-DOC010007279,7279,CP,0.0,50.925,4570.71,-232763.41,-50.925,CC-3,LOT-019
P007280,Producto Performance 7280,ALM-5,GRUPO-8,2026-03-30,EA-DOC010007280,7280,CP,44.524,0.0,8005.5,356436.88,44.524,CC-4,LOT-020
P007281,Producto Performance 7281,ALM-1,GRUPO-1,2026-03-03,EA-DOC010007281,7281,CP,54.768,0.0,2412.82,132145.33,54.768,CC-1,LOT-001
P007282,Producto Performance 7282,ALM-2,GRUPO-2,2026-03-04,SA-DOC010007282,7282,CP,0.0,20.091,5513.84,-110778.56,-20.091,CC-2,LOT-002
P007283,Producto Performance 7283,ALM-3,GRUPO-3,2026-03-05,EA-DOC010007283,7283,CP,44.654,0.0,12344.73,551241.57,44.654,CC-3,LOT-003
P007284,Producto Performance 7284,ALM-4,GRUPO-4,2026-03-06,EA-DOC010007284,7284,CP,40.072,0.0,12326.12,493932.28,40.072,CC-4,LOT-004
P007285,Producto Performance 7285,ALM-5,GRUPO-5,2026-03-07,SA-DOC010007285,7285,CP,0.0,3.593,7605.46,-27326.42,-3.593,CC-1,LOT-005
P007286,Producto Performance 7286,ALM-1,GRUPO-6,2026-03-08,EA-DOC010007286,7286,CP,35.587,0.0,11753.45,418270.03,35.587,CC-2,LOT-006
P007287,Producto Performance 7287,ALM-2,GRUPO-7,2026-03-09,EA-DOC010007287,7287,CP,4.459,0.0,5509.84,24568.38,4.459,CC-3,LOT-007
P007288,Producto Performance 7288,ALM-3,GRUPO-8,2026-03-10,SA-DOC010007288,7288,CP,0.0,49.735,3297.89,-164020.56,-49.735,CC-4,LOT-008
P007289,Producto Performance 7289,ALM-4,GRUPO-1,2026-03-11,EA-DOC010007289,7289,CP,54.121,0.0,6854.29,370961.03,54.121,CC-1,LOT-009
P007290,Producto Performance 7290,ALM-5,GRUPO-2,2026-03-12,EA-DOC010007290,7290,CP,32.012,0.0,6113.51,195705.68,32.012,CC-2,LOT-010
P007291,Producto Performance 7291,ALM-1,GRUPO-3,2026-03-13,SA-DOC010007291,7291,CP,0.0,50.419,9738.84,-491022.57,-50.419,CC-3,LOT-011
P007292,Producto Performance 7292,ALM-2,GRUPO-4,2026-03-14,EA-DOC010007292,7292,CP,45.561,0.0,12194.82,555608.19,45.561,CC-4,LOT-012
P007293,Producto Performance 7293,ALM-3,GRUPO-5,2026-03-15,EA-DOC010007293,7293,CP,55.138,0.0,12448.42,686380.98,55.138,CC-1,LOT-013
P007294,Producto Performance 7294,ALM-4,GRUPO-6,2026-03-16,SA-DOC010007294,7294,CP,0.0,55.815,9231.57,-515260.08,-55.815,CC-2,LOT-014
P007295,Producto Performance 7295,ALM-5,GRUPO-7,2026-03-17,EA-DOC010007295,7295,CP,18.054,0.0,10739.82,193896.71,18.054,CC-3,LOT-015
P007296,Producto Performance 7296,ALM-1,GRUPO-8,2026-03-18,EA-DOC010007296,7296,CP,57.546,0.0,14227.28,818723.05,57.546,CC-4,LOT-016
P007297,Producto Performance 7297,ALM-2,GRUPO-1,2026-03-19,SA-DOC010007297,7297,CP,0.0,49.248,12098.81,-595842.19,-49.248,CC-1,LOT-017
P007298,Producto Performance 7298,ALM-3,GRUPO-2,2026-03-20,EA-DOC010007298,7298,CP,11.26,0.0,9747.07,109752.01,11.26,CC-2,LOT-018
P007299,Producto Performance 7299,ALM-4,GRUPO-3,2026-03-21,EA-DOC010007299,7299,CP,41.539,0.0,10956.84,455136.18,41.539,CC-3,LOT-019
P007300,Producto Performance 7300,ALM-5,GRUPO-4,2026-03-22,SA-DOC010007300,7300,CP,0.0,27.236,3286.3,-89505.67,-27.236,CC-4,LOT-020
P007301,Producto Performance 7301,ALM-1,GRUPO-5,2026-03-23,EA-DOC010007301,7301,CP,17.893,0.0,13471.35,241042.87,17.893,CC-1,LOT-001
P007302,Producto Performance 7302,ALM-2,GRUPO-6,2026-03-24,EA-DOC010007302,7302,CP,53.332,0.0,1539.46,82102.48,53.332,CC-2,LOT-002
P007303,Producto Performance 7303,ALM-3,GRUPO-7,2026-03-25,SA-DOC010007303,7303,CP,0.0,40.091,5757.58,-230827.14,-40.091,CC-3,LOT-003
P007304,Producto Performance 7304,ALM-4,GRUPO-8,2026-03-26,EA-DOC010007304,7304,CP,48.79,0.0,6959.03,339531.07,48.79,CC-4,LOT-004
P007305,Producto Performance 7305,ALM-5,GRUPO-1,2026-03-27,EA-DOC010007305,7305,CP,34.485,0.0,2423.01,83557.5,34.485,CC-1,LOT-005
P007306,Producto Performance 7306,ALM-1,GRUPO-2,2026-03-28,SA-DOC010007306,7306,CP,0.0,39.354,8605.39,-338656.52,-39.354,CC-2,LOT-006
P007307,Producto Performance 7307,ALM-2,GRUPO-3,2026-03-29,EA-DOC010007307,7307,CP,35.195,0.0,10094.73,355284.02,35.195,CC-3,LOT-007
P007308,Producto Performance 7308,ALM-3,GRUPO-4,2026-03-30,EA-DOC010007308,7308,CP,56.815,0.0,4211.3,239265.01,56.815,CC-4,LOT-008
P007309,Producto Performance 7309,ALM-4,GRUPO-5,2026-03-03,SA-DOC010007309,7309,CP,0.0,59.586,6643.18,-395840.52,-59.586,CC-1,LOT-009
P007310,Producto Performance 7310,ALM-5,GRUPO-6,2026-03-04,EA-DOC010007310,7310,CP,4.921,0.0,11230.59,55265.73,4.921,CC-2,LOT-010
P007311,Producto Performance 7311,ALM-1,GRUPO-7,2026-03-05,EA-DOC010007311,7311,CP,41.827,0.0,3743.89,156595.69,41.827,CC-3,LOT-011
P007312,Producto Performance 7312,ALM-2,GRUPO-8,2026-03-06,SA-DOC010007312,7312,CP,0.0,48.539,5215.08,-253134.77,-48.539,CC-4,LOT-012
P007313,Producto Performance 7313,ALM-3,GRUPO-1,2026-03-07,EA-DOC010007313,7313,CP,35.738,0.0,14411.36,515033.18,35.738,CC-1,LOT-013
P007314,Producto Performance 7314,ALM-4,GRUPO-2,2026-03-08,EA-DOC010007314,7314,CP,32.94,0.0,4322.96,142398.3,32.94,CC-2,LOT-014
P007315,Producto Performance 7315,ALM-5,GRUPO-3,2026-03-09,SA-DOC010007315,7315,CP,0.0,27.057,3030.02,-81983.25,-27.057,CC-3,LOT-015
P007316,Producto Performance 7316,ALM-1,GRUPO-4,2026-03-10,EA-DOC010007316,7316,CP,1.722,0.0,5986.48,10308.72,1.722,CC-4,LOT-016
P007317,Producto Performance 7317,ALM-2,GRUPO-5,2026-03-11,EA-DOC010007317,7317,CP,53.819,0.0,11701.21,629747.42,53.819,CC-1,LOT-017
P007318,Producto Performance 7318,ALM-3,GRUPO-6,2026-03-12,SA-DOC010007318,7318,CP,0.0,3.915,12386.85,-48494.52,-3.915,CC-2,LOT-018
P007319,Producto Performance 7319,ALM-4,GRUPO-7,2026-03-13,EA-DOC010007319,7319,CP,36.651,0.0,7880.78,288838.47,36.651,CC-3,LOT-019
P007320,Producto Performance 7320,ALM-5,GRUPO-8,2026-03-14,EA-DOC010007320,7320,CP,55.226,0.0,6051.88,334221.12,55.226,CC-4,LOT-020
P007321,Producto Performance 7321,ALM-1,GRUPO-1,2026-03-15,SA-DOC010007321,7321,CP,0.0,10.534,3798.45,-40012.87,-10.534,CC-1,LOT-001
P007322,Producto Performance 7322,ALM-2,GRUPO-2,2026-03-16,EA-DOC010007322,7322,CP,42.265,0.0,14929.56,630997.85,42.265,CC-2,LOT-002
P007323,Producto Performance 7323,ALM-3,GRUPO-3,2026-03-17,EA-DOC010007323,7323,CP,23.332,0.0,4226.6,98615.03,23.332,CC-3,LOT-003
P007324,Producto Performance 7324,ALM-4,GRUPO-4,2026-03-18,SA-DOC010007324,7324,CP,0.0,53.386,11004.5,-587486.24,-53.386,CC-4,LOT-004
P007325,Producto Performance 7325,ALM-5,GRUPO-5,2026-03-19,EA-DOC010007325,7325,CP,1.679,0.0,2636.74,4427.09,1.679,CC-1,LOT-005
P007326,Producto Performance 7326,ALM-1,GRUPO-6,2026-03-20,EA-DOC010007326,7326,CP,17.492,0.0,11756.77,205649.42,17.492,CC-2,LOT-006
P007327,Producto Performance 7327,ALM-2,GRUPO-7,2026-03-21,SA-DOC010007327,7327,CP,0.0,20.977,3898.75,-81784.08,-20.977,CC-3,LOT-007
P007328,Producto Performance 7328,ALM-3,GRUPO-8,2026-03-22,EA-DOC010007328,7328,CP,6.248,0.0,11651.31,72797.38,6.248,CC-4,LOT-008
P007329,Producto Performance 7329,ALM-4,GRUPO-1,2026-03-23,EA-DOC010007329,7329,CP,47.928,0.0,7541.52,361449.97,47.928,CC-1,LOT-009
P007330,Producto Performance 7330,ALM-5,GRUPO-2,2026-03-24,SA-DOC010007330,7330,CP,0.0,25.627,1998.85,-51224.53,-25.627,CC-2,LOT-010
P007331,Producto Performance 7331,ALM-1,GRUPO-3,2026-03-25,EA-DOC010007331,7331,CP,47.992,0.0,8251.42,396002.15,47.992,CC-3,LOT-011
P007332,Producto Performance 7332,ALM-2,GRUPO-4,2026-03-26,EA-DOC010007332,7332,CP,7.684,0.0,6255.55,48067.65,7.684,CC-4,LOT-012
P007333,Producto Performance 7333,ALM-3,GRUPO-5,2026-03-27,SA-DOC010007333,7333,CP,0.0,47.707,8839.21,-421692.19,-47.707,CC-1,LOT-013
P007334,Producto Performance 7334,ALM-4,GRUPO-6,2026-03-28,EA-DOC010007334,7334,CP,31.881,0.0,9911.02,315973.23,31.881,CC-2,LOT-014
P007335,Producto Performance 7335,ALM-5,GRUPO-7,2026-03-29,EA-DOC010007335,7335,CP,34.27,0.0,6261.71,214588.8,34.27,CC-3,LOT-015
P007336,Producto Performance 7336,ALM-1,GRUPO-8,2026-03-30,SA-DOC010007336,7336,CP,0.0,40.947,3490.63,-142930.83,-40.947,CC-4,LOT-016
P007337,Producto Performance 7337,ALM-2,GRUPO-1,2026-03-03,EA-DOC010007337,7337,CP,9.717,0.0,6564.19,63784.23,9.717,CC-1,LOT-017
P007338,Producto Performance 7338,ALM-3,GRUPO-2,2026-03-04,EA-DOC010007338,7338,CP,41.725,0.0,8059.52,336283.47,41.725,CC-2,LOT-018
P007339,Producto Performance 7339,ALM-4,GRUPO-3,2026-03-05,SA-DOC010007339,7339,CP,0.0,53.208,11128.16,-592107.14,-53.208,CC-3,LOT-019
P007340,Producto Performance 7340,ALM-5,GRUPO-4,2026-03-06,EA-DOC010007340,7340,CP,25.294,0.0,3386.89,85668.0,25.294,CC-4,LOT-020
P007341,Producto Performance 7341,ALM-1,GRUPO-5,2026-03-07,EA-DOC010007341,7341,CP,56.388,0.0,14704.9,829179.9,56.388,CC-1,LOT-001
P007342,Producto Performance 7342,ALM-2,GRUPO-6,2026-03-08,SA-DOC010007342,7342,CP,0.0,25.774,2592.79,-66826.57,-25.774,CC-2,LOT-002
P007343,Producto Performance 7343,ALM-3,GRUPO-7,2026-03-09,EA-DOC010007343,7343,CP,32.768,0.0,10218.74,334847.67,32.768,CC-3,LOT-003
P007344,Producto Performance 7344,ALM-4,GRUPO-8,2026-03-10,EA-DOC010007344,7344,CP,30.141,0.0,8825.58,266011.81,30.141,CC-4,LOT-004
P007345,Producto Performance 7345,ALM-5,GRUPO-1,2026-03-11,SA-DOC010007345,7345,CP,0.0,29.557,11543.06,-341178.22,-29.557,CC-1,LOT-005
P007346,Producto Performance 7346,ALM-1,GRUPO-2,2026-03-12,EA-DOC010007346,7346,CP,27.858,0.0,9987.17,278222.58,27.858,CC-2,LOT-006
P007347,Producto Performance 7347,ALM-2,GRUPO-3,2026-03-13,EA-DOC010007347,7347,CP,33.241,0.0,8475.52,281734.76,33.241,CC-3,LOT-007
P007348,Producto Performance 7348,ALM-3,GRUPO-4,2026-03-14,SA-DOC010007348,7348,CP,0.0,11.909,9278.98,-110503.37,-11.909,CC-4,LOT-008
P007349,Producto Performance 7349,ALM-4,GRUPO-5,2026-03-15,EA-DOC010007349,7349,CP,17.813,0.0,4742.86,84484.57,17.813,CC-1,LOT-009
P007350,Producto Performance 7350,ALM-5,GRUPO-6,2026-03-16,EA-DOC010007350,7350,CP,18.942,0.0,2194.16,41561.78,18.942,CC-2,LOT-010
P007351,Producto Performance 7351,ALM-1,GRUPO-7,2026-03-17,SA-DOC010007351,7351,CP,0.0,15.312,2609.99,-39964.17,-15.312,CC-3,LOT-011
P007352,Producto Performance 7352,ALM-2,GRUPO-8,2026-03-18,EA-DOC010007352,7352,CP,59.741,0.0,13334.29,796603.82,59.741,CC-4,LOT-012
P007353,Producto Performance 7353,ALM-3,GRUPO-1,2026-03-19,EA-DOC010007353,7353,CP,56.258,0.0,13009.77,731903.64,56.258,CC-1,LOT-013
P007354,Producto Performance 7354,ALM-4,GRUPO-2,2026-03-20,SA-DOC010007354,7354,CP,0.0,52.945,2052.28,-108657.96,-52.945,CC-2,LOT-014
P007355,Producto Performance 7355,ALM-5,GRUPO-3,2026-03-21,EA-DOC010007355,7355,CP,35.892,0.0,6706.82,240721.18,35.892,CC-3,LOT-015
P007356,Producto Performance 7356,ALM-1,GRUPO-4,2026-03-22,EA-DOC010007356,7356,CP,19.023,0.0,3634.38,69136.81,19.023,CC-4,LOT-016
P007357,Producto Performance 7357,ALM-2,GRUPO-5,2026-03-23,SA-DOC010007357,7357,CP,0.0,42.752,2034.66,-86985.78,-42.752,CC-1,LOT-017
P007358,Producto Performance 7358,ALM-3,GRUPO-6,2026-03-24,EA-DOC010007358,7358,CP,17.035,0.0,10494.86,178779.94,17.035,CC-2,LOT-018
P007359,Producto Performance 7359,ALM-4,GRUPO-7,2026-03-25,EA-DOC010007359,7359,CP,13.628,0.0,1792.41,24426.96,13.628,CC-3,LOT-019
P007360,Producto Performance 7360,ALM-5,GRUPO-8,2026-03-26,SA-DOC010007360,7360,CP,0.0,59.002,2903.3,-171300.51,-59.002,CC-4,LOT-020
P007361,Producto Performance 7361,ALM-1,GRUPO-1,2026-03-27,EA-DOC010007361,7361,CP,3.065,0.0,4213.67,12914.9,3.065,CC-1,LOT-001
P007362,Producto Performance 7362,ALM-2,GRUPO-2,2026-03-28,EA-DOC010007362,7362,CP,59.2,0.0,13232.11,783340.91,59.2,CC-2,LOT-002
P007363,Producto Performance 7363,ALM-3,GRUPO-3,2026-03-29,SA-DOC010007363,7363,CP,0.0,6.263,10985.01,-68799.12,-6.263,CC-3,LOT-003
P007364,Producto Performance 7364,ALM-4,GRUPO-4,2026-03-30,EA-DOC010007364,7364,CP,15.503,0.0,10127.92,157013.14,15.503,CC-4,LOT-004
P007365,Producto Performance 7365,ALM-5,GRUPO-5,2026-03-03,EA-DOC010007365,7365,CP,1.762,0.0,12873.07,22682.35,1.762,CC-1,LOT-005
P007366,Producto Performance 7366,ALM-1,GRUPO-6,2026-03-04,SA-DOC010007366,7366,CP,0.0,38.403,14481.0,-556113.84,-38.403,CC-2,LOT-006
P007367,Producto Performance 7367,ALM-2,GRUPO-7,2026-03-05,EA-DOC010007367,7367,CP,28.349,0.0,12627.31,357971.61,28.349,CC-3,LOT-007
P007368,Producto Performance 7368,ALM-3,GRUPO-8,2026-03-06,EA-DOC010007368,7368,CP,6.089,0.0,14457.52,88031.84,6.089,CC-4,LOT-008
P007369,Producto Performance 7369,ALM-4,GRUPO-1,2026-03-07,SA-DOC010007369,7369,CP,0.0,15.883,13345.99,-211974.36,-15.883,CC-1,LOT-009
P007370,Producto Performance 7370,ALM-5,GRUPO-2,2026-03-08,EA-DOC010007370,7370,CP,16.117,0.0,5788.61,93295.03,16.117,CC-2,LOT-010
P007371,Producto Performance 7371,ALM-1,GRUPO-3,2026-03-09,EA-DOC010007371,7371,CP,1.904,0.0,3493.02,6650.71,1.904,CC-3,LOT-011
P007372,Producto Performance 7372,ALM-2,GRUPO-4,2026-03-10,SA-DOC010007372,7372,CP,0.0,51.744,13246.67,-685435.69,-51.744,CC-4,LOT-012
P007373,Producto Performance 7373,ALM-3,GRUPO-5,2026-03-11,EA-DOC010007373,7373,CP,7.472,0.0,13591.98,101559.27,7.472,CC-1,LOT-013
P007374,Producto Performance 7374,ALM-4,GRUPO-6,2026-03-12,EA-DOC010007374,7374,CP,4.469,0.0,11073.53,49487.61,4.469,CC-2,LOT-014
P007375,Producto Performance 7375,ALM-5,GRUPO-7,2026-03-13,SA-DOC010007375,7375,CP,0.0,20.083,12578.36,-252611.2,-20.083,CC-3,LOT-015
P007376,Producto Performance 7376,ALM-1,GRUPO-8,2026-03-14,EA-DOC010007376,7376,CP,58.401,0.0,2049.28,119680.0,58.401,CC-4,LOT-016
P007377,Producto Performance 7377,ALM-2,GRUPO-1,2026-03-15,EA-DOC010007377,7377,CP,49.265,0.0,11500.14,566554.4,49.265,CC-1,LOT-017
P007378,Producto Performance 7378,ALM-3,GRUPO-2,2026-03-16,SA-DOC010007378,7378,CP,0.0,28.117,7690.73,-216240.26,-28.117,CC-2,LOT-018
P007379,Producto Performance 7379,ALM-4,GRUPO-3,2026-03-17,EA-DOC010007379,7379,CP,28.766,0.0,10184.16,292957.55,28.766,CC-3,LOT-019
P007380,Producto Performance 7380,ALM-5,GRUPO-4,2026-03-18,EA-DOC010007380,7380,CP,36.575,0.0,14729.35,538725.98,36.575,CC-4,LOT-020
P007381,Producto Performance 7381,ALM-1,GRUPO-5,2026-03-19,SA-DOC010007381,7381,CP,0.0,1.956,7836.03,-15327.27,-1.956,CC-1,LOT-001
P007382,Producto Performance 7382,ALM-2,GRUPO-6,2026-03-20,EA-DOC010007382,7382,CP,0.249,0.0,13791.03,3433.97,0.249,CC-2,LOT-002
P007383,Producto Performance 7383,ALM-3,GRUPO-7,2026-03-21,EA-DOC010007383,7383,CP,3.211,0.0,11295.04,36268.37,3.211,CC-3,LOT-003
P007384,Producto Performance 7384,ALM-4,GRUPO-8,2026-03-22,SA-DOC010007384,7384,CP,0.0,11.161,10372.65,-115769.15,-11.161,CC-4,LOT-004
P007385,Producto Performance 7385,ALM-5,GRUPO-1,2026-03-23,EA-DOC010007385,7385,CP,16.255,0.0,2744.22,44607.3,16.255,CC-1,LOT-005
P007386,Producto Performance 7386,ALM-1,GRUPO-2,2026-03-24,EA-DOC010007386,7386,CP,58.37,0.0,4843.1,282691.75,58.37,CC-2,LOT-006
P007387,Producto Performance 7387,ALM-2,GRUPO-3,2026-03-25,SA-DOC010007387,7387,CP,0.0,45.823,13144.18,-602305.76,-45.823,CC-3,LOT-007
P007388,Producto Performance 7388,ALM-3,GRUPO-4,2026-03-26,EA-DOC010007388,7388,CP,27.222,0.0,11416.88,310790.31,27.222,CC-4,LOT-008
P007389,Producto Performance 7389,ALM-4,GRUPO-5,2026-03-27,EA-DOC010007389,7389,CP,10.134,0.0,3150.95,31931.73,10.134,CC-1,LOT-009
P007390,Producto Performance 7390,ALM-5,GRUPO-6,2026-03-28,SA-DOC010007390,7390,CP,0.0,19.106,8401.19,-160513.14,-19.106,CC-2,LOT-010
P007391,Producto Performance 7391,ALM-1,GRUPO-7,2026-03-29,EA-DOC010007391,7391,CP,49.796,0.0,2192.45,109175.24,49.796,CC-3,LOT-011
P007392,Producto Performance 7392,ALM-2,GRUPO-8,2026-03-30,EA-DOC010007392,7392,CP,53.068,0.0,11388.1,604343.69,53.068,CC-4,LOT-012
P007393,Producto Performance 7393,ALM-3,GRUPO-1,2026-03-03,SA-DOC010007393,7393,CP,0.0,59.352,9545.97,-566572.41,-59.352,CC-1,LOT-013
P007394,Producto Performance 7394,ALM-4,GRUPO-2,2026-03-04,EA-DOC010007394,7394,CP,34.602,0.0,12692.83,439197.3,34.602,CC-2,LOT-014
P007395,Producto Performance 7395,ALM-5,GRUPO-3,2026-03-05,EA-DOC010007395,7395,CP,34.531,0.0,10177.91,351453.41,34.531,CC-3,LOT-015
P007396,Producto Performance 7396,ALM-1,GRUPO-4,2026-03-06,SA-DOC010007396,7396,CP,0.0,54.274,3649.18,-198055.6,-54.274,CC-4,LOT-016
P007397,Producto Performance 7397,ALM-2,GRUPO-5,2026-03-07,EA-DOC010007397,7397,CP,33.317,0.0,10497.73,349752.87,33.317,CC-1,LOT-017
P007398,Producto Performance 7398,ALM-3,GRUPO-6,2026-03-08,EA-DOC010007398,7398,CP,12.336,0.0,3942.85,48639.0,12.336,CC-2,LOT-018
P007399,Producto Performance 7399,ALM-4,GRUPO-7,2026-03-09,SA-DOC010007399,7399,CP,0.0,32.972,7886.87,-260045.88,-32.972,CC-3,LOT-019
P007400,Producto Performance 7400,ALM-5,GRUPO-8,2026-03-10,EA-DOC010007400,7400,CP,38.478,0.0,7024.81,270300.64,38.478,CC-4,LOT-020
P007401,Producto Performance 7401,ALM-1,GRUPO-1,2026-03-11,EA-DOC010007401,7401,CP,43.34,0.0,8655.23,375117.67,43.34,CC-1,LOT-001
P007402,Producto Performance 7402,ALM-2,GRUPO-2,2026-03-12,SA-DOC010007402,7402,CP,0.0,43.336,14813.91,-641975.6,-43.336,CC-2,LOT-002
P007403,Producto Performance 7403,ALM-3,GRUPO-3,2026-03-13,EA-DOC010007403,7403,CP,2.947,0.0,7029.84,20716.94,2.947,CC-3,LOT-003
P007404,Producto Performance 7404,ALM-4,GRUPO-4,2026-03-14,EA-DOC010007404,7404,CP,24.788,0.0,14103.81,349605.24,24.788,CC-4,LOT-004
P007405,Producto Performance 7405,ALM-5,GRUPO-5,2026-03-15,SA-DOC010007405,7405,CP,0.0,56.885,3898.38,-221759.35,-56.885,CC-1,LOT-005
P007406,Producto Performance 7406,ALM-1,GRUPO-6,2026-03-16,EA-DOC010007406,7406,CP,54.09,0.0,4969.28,268788.36,54.09,CC-2,LOT-006
P007407,Producto Performance 7407,ALM-2,GRUPO-7,2026-03-17,EA-DOC010007407,7407,CP,8.938,0.0,4638.91,41462.58,8.938,CC-3,LOT-007
P007408,Producto Performance 7408,ALM-3,GRUPO-8,2026-03-18,SA-DOC010007408,7408,CP,0.0,37.541,14641.31,-549649.42,-37.541,CC-4,LOT-008
P007409,Producto Performance 7409,ALM-4,GRUPO-1,2026-03-19,EA-DOC010007409,7409,CP,23.112,0.0,10364.73,239549.64,23.112,CC-1,LOT-009
P007410,Producto Performance 7410,ALM-5,GRUPO-2,2026-03-20,EA-DOC010007410,7410,CP,50.782,0.0,7605.39,386216.91,50.782,CC-2,LOT-010
P007411,Producto Performance 7411,ALM-1,GRUPO-3,2026-03-21,SA-DOC010007411,7411,CP,0.0,37.774,13466.95,-508700.57,-37.774,CC-3,LOT-011
P007412,Producto Performance 7412,ALM-2,GRUPO-4,2026-03-22,EA-DOC010007412,7412,CP,40.821,0.0,3885.7,158618.16,40.821,CC-4,LOT-012
P007413,Producto Performance 7413,ALM-3,GRUPO-5,2026-03-23,EA-DOC010007413,7413,CP,46.483,0.0,2716.81,126285.48,46.483,CC-1,LOT-013
P007414,Producto Performance 7414,ALM-4,GRUPO-6,2026-03-24,SA-DOC010007414,7414,CP,0.0,4.247,8119.18,-34482.16,-4.247,CC-2,LOT-014
P007415,Producto Performance 7415,ALM-5,GRUPO-7,2026-03-25,EA-DOC010007415,7415,CP,54.143,0.0,3998.49,216490.24,54.143,CC-3,LOT-015
P007416,Producto Performance 7416,ALM-1,GRUPO-8,2026-03-26,EA-DOC010007416,7416,CP,33.527,0.0,7214.65,241885.57,33.527,CC-4,LOT-016
P007417,Producto Performance 7417,ALM-2,GRUPO-1,2026-03-27,SA-DOC010007417,7417,CP,0.0,26.329,1543.74,-40645.13,-26.329,CC-1,LOT-017
P007418,Producto Performance 7418,ALM-3,GRUPO-2,2026-03-28,EA-DOC010007418,7418,CP,39.198,0.0,11568.89,453477.35,39.198,CC-2,LOT-018
P007419,Producto Performance 7419,ALM-4,GRUPO-3,2026-03-29,EA-DOC010007419,7419,CP,37.012,0.0,5546.49,205286.69,37.012,CC-3,LOT-019
P007420,Producto Performance 7420,ALM-5,GRUPO-4,2026-03-30,SA-DOC010007420,7420,CP,0.0,40.736,10905.89,-444262.34,-40.736,CC-4,LOT-020
P007421,Producto Performance 7421,ALM-1,GRUPO-5,2026-03-03,EA-DOC010007421,7421,CP,7.699,0.0,9140.31,70371.25,7.699,CC-1,LOT-001
P007422,Producto Performance 7422,ALM-2,GRUPO-6,2026-03-04,EA-DOC010007422,7422,CP,47.249,0.0,11850.23,559911.52,47.249,CC-2,LOT-002
P007423,Producto Performance 7423,ALM-3,GRUPO-7,2026-03-05,SA-DOC010007423,7423,CP,0.0,57.097,1713.57,-97839.71,-57.097,CC-3,LOT-003
P007424,Producto Performance 7424,ALM-4,GRUPO-8,2026-03-06,EA-DOC010007424,7424,CP,54.299,0.0,10992.48,596880.67,54.299,CC-4,LOT-004
P007425,Producto Performance 7425,ALM-5,GRUPO-1,2026-03-07,EA-DOC010007425,7425,CP,41.744,0.0,10993.38,458907.65,41.744,CC-1,LOT-005
P007426,Producto Performance 7426,ALM-1,GRUPO-2,2026-03-08,SA-DOC010007426,7426,CP,0.0,27.626,9264.35,-255936.93,-27.626,CC-2,LOT-006
P007427,Producto Performance 7427,ALM-2,GRUPO-3,2026-03-09,EA-DOC010007427,7427,CP,5.334,0.0,8015.39,42754.09,5.334,CC-3,LOT-007
P007428,Producto Performance 7428,ALM-3,GRUPO-4,2026-03-10,EA-DOC010007428,7428,CP,52.158,0.0,7317.27,381654.17,52.158,CC-4,LOT-008
P007429,Producto Performance 7429,ALM-4,GRUPO-5,2026-03-11,SA-DOC010007429,7429,CP,0.0,13.211,1560.74,-20618.94,-13.211,CC-1,LOT-009
P007430,Producto Performance 7430,ALM-5,GRUPO-6,2026-03-12,EA-DOC010007430,7430,CP,22.964,0.0,6161.12,141483.96,22.964,CC-2,LOT-010
P007431,Producto Performance 7431,ALM-1,GRUPO-7,2026-03-13,EA-DOC010007431,7431,CP,31.185,0.0,6113.81,190659.16,31.185,CC-3,LOT-011
P007432,Producto Performance 7432,ALM-2,GRUPO-8,2026-03-14,SA-DOC010007432,7432,CP,0.0,54.052,3587.63,-193918.58,-54.052,CC-4,LOT-012
P007433,Producto Performance 7433,ALM-3,GRUPO-1,2026-03-15,EA-DOC010007433,7433,CP,2.506,0.0,12638.15,31671.2,2.506,CC-1,LOT-013
P007434,Producto Performance 7434,ALM-4,GRUPO-2,2026-03-16,EA-DOC010007434,7434,CP,24.318,0.0,11466.95,278853.29,24.318,CC-2,LOT-014
