item,desc_item,localizacion,categoria,fecha,documento,registro,cp,entradas,salidas,unitario,total,cantidad,cost_center,lote
P008289,Producto Performance 8289,ALM-4,GRUPO-1,2026-02-04,EA-DOC020008289,8289,CP,28.028,0.0,7016.52,196659.02,28.028,CC-1,LOT-009
P008290,Producto Performance 8290,ALM-5,GRUPO-2,2026-02-05,SA-DOC020008290,8290,CP,0.0,4.361,5000.99,-21809.32,-4.361,CC-2,LOT-010
P008291,Producto Performance 8291,ALM-1,GRUPO-3,2026-02-06,EA-DOC020008291,8291,CP,36.572,0.0,2067.26,75603.83,36.572,CC-3,LOT-011
P008292,Producto Performance 8292,ALM-2,GRUPO-4,2026-02-07,EA-DOC020008292,8292,CP,29.711,0.0,10598.48,314891.44,29.711,CC-4,LOT-012
P008293,Producto Performance 8293,ALM-3,GRUPO-5,2026-02-08,SA-DOC020008293,8293,CP,0.0,16.469,6606.02,-108794.54,-16.469,CC-1,LOT-013
P008294,Producto Performance 8294,ALM-4,GRUPO-6,2026-02-09,EA-DOC020008294,8294,CP,0.727,0.0,6139.38,4463.33,0.727,CC-2,LOT-014
P008295,Producto Performance 8295,ALM-5,GRUPO-7,2026-02-10,EA-DOC020008295,8295,CP,34.348,0.0,9932.11,341148.11,34.348,CC-3,LOT-015
P008296,Producto Performance 8296,ALM-1,GRUPO-8,2026-02-11,SA-DOC020008296,8296,CP,0.0,41.615,4442.79,-184886.71,-41.615,CC-4,LOT-016
P008297,Producto Performance 8297,ALM-2,GRUPO-1,2026-02-12,EA-DOC020008297,8297,CP,54.661,0.0,13015.33,711430.95,54.661,CC-1,LOT-017
P008298,Producto Performance 8298,ALM-3,GRUPO-2,2026-02-13,EA-DOC020008298,8298,CP,11.867,0.0,8923.71,105897.67,11.867,CC-2,LOT-018
P008299,Producto Performance 8299,ALM-4,GRUPO-3,2026-02-14,SA-DOC020008299,8299,CP,0.0,21.763,8489.25,-184751.55,-21.763,CC-3,LOT-019
P008300,Producto Performance 8300,ALM-5,GRUPO-4,2026-02-15,EA-DOC020008300,8300,CP,4.445,0.0,14020.84,62322.63,4.445,CC-4,LOT-020
P008301,Producto Performance 8301,ALM-1,GRUPO-5,2026-02-16,EA-DOC020008301,8301,CP,21.531,0.0,5246.09,112953.56,21.531,CC-1,LOT-001
P008302,Producto Performance 8302,ALM-2,GRUPO-6,2026-02-17,SA-DOC020008302,8302,CP,0.0,30.059,12937.35,-388883.8,-30.059,CC-2,LOT-002
P008303,Producto Performance 8303,ALM-3,GRUPO-7,2026-02-18,EA-DOC020008303,8303,CP,41.079,0.0,6965.72,286144.81,41.079,CC-3,LOT-003
P008304,Producto Performance 8304,ALM-4,GRUPO-8,2026-02-19,EA-DOC020008304,8304,CP,39.289,0.0,12467.27,489826.57,39.289,CC-4,LOT-004
P008305,Producto Performance 8305,ALM-5,GRUPO-1,2026-02-20,SA-DOC020008305,8305,CP,0.0,39.368,8666.76,-341193.01,-39.368,CC-1,LOT-005
P008306,Producto Performance 8306,ALM-1,GRUPO-2,2026-02-21,EA-DOC020008306,8306,CP,49.259,0.0,13938.25,686584.26,49.259,CC-2,LOT-006
P008307,Producto Performance 8307,ALM-2,GRUPO-3,2026-02-22,EA-DOC020008307,8307,CP,50.109,0.0,8152.02,408489.57,50.109,CC-3,LOT-007
P008308,Producto Performance 8308,ALM-3,GRUPO-4,2026-02-23,SA-DOC020008308,8308,CP,0.0,42.193,3983.4,-168071.6,-42.193,CC-4,LOT-008
P008309,Producto Performance 8309,ALM-4,GRUPO-5,2026-02-24,EA-DOC020008309,8309,CP,59.111,0.0,4969.5,293752.11,59.111,CC-1,LOT-009
P008310,Producto Performance 8310,ALM-5,GRUPO-6,2026-02-25,EA-DOC020008310,8310,CP,8.016,0.0,14954.84,119878.0,8.016,CC-2,LOT-010
P008311,Producto Performance 8311,ALM-1,GRUPO-7,2026-02-26,SA-DOC020008311,8311,CP,0.0,34.284,13355.88,-457892.99,-34.284,CC-3,LOT-011
P008312,Producto Performance 8312,ALM-2,GRUPO-8,2026-02-27,EA-DOC020008312,8312,CP,20.185,0.0,1961.64,39595.7,20.185,CC-4,LOT-012
P008313,Producto Performance 8313,ALM-3,GRUPO-1,2026-02-28,EA-DOC020008313,8313,CP,53.721,0.0,14320.03,769286.33,53.721,CC-1,LOT-013
P008314,Producto Performance 8314,ALM-4,GRUPO-2,2026-03-01,SA-DOC020008314,8314,CP,0.0,31.349,12688.89,-397784.01,-31.349,CC-2,LOT-014
P008315,Producto Performance 8315,ALM-5,GRUPO-3,2026-03-02,EA-DOC020008315,8315,CP,54.379,0.0,6704.84,364602.49,54.379,CC-3,LOT-015
P008316,Producto Performance 8316,ALM-1,GRUPO-4,2026-03-03,EA-DOC020008316,8316,CP,44.892,0.0,4453.22,199913.95,44.892,CC-4,LOT-016
P008317,Producto Performance 8317,ALM-2,GRUPO-5,2026-02-04,SA-DOC020008317,8317,CP,0.0,3.269,10408.25,-34024.57,-3.269,CC-1,LOT-017
P008318,Producto Performance 8318,ALM-3,GRUPO-6,2026-02-05,EA-DOC020008318,8318,CP,44.457,0.0,4632.25,205935.94,44.457,CC-2,LOT-018
P008319,Producto Performance 8319,ALM-4,GRUPO-7,2026-02-06,EA-DOC020008319,8319,CP,25.839,0.0,14785.89,382052.61,25.839,CC-3,LOT-019
P008320,Producto Performance 8320,ALM-5,GRUPO-8,2026-02-07,SA-DOC020008320,8320,CP,0.0,3.506,7789.79,-27311.0,-3.506,CC-4,LOT-020
P008321,Producto Performance 8321,ALM-1,GRUPO-1,2026-02-08,EA-DOC020008321,8321,CP,0.541,0.0,6151.0,3327.69,0.541,CC-1,LOT-001
P008322,Producto Performance 8322,ALM-2,GRUPO-2,2026-02-09,EA-DOC020008322,8322,CP,5.387,0.0,9772.92,52646.72,5.387,CC-2,LOT-002
P008323,Producto Performance 8323,ALM-3,GRUPO-3,2026-02-10,SA-DOC020008323,8323,CP,0.0,44.156,4155.23,-183478.34,-44.156,CC-3,LOT-003
P008324,Producto Performance 8324,ALM-4,GRUPO-4,2026-02-11,EA-DOC020008324,8324,CP,8.831,0.0,11363.67,100352.57,8.831,CC-4,LOT-004
P008325,Producto Performance 8325,ALM-5,GRUPO-5,2026-02-12,EA-DOC020008325,8325,CP,4.144,0.0,5744.89,23806.82,4.144,CC-1,LOT-005
P008326,Producto Performance 8326,ALM-1,GRUPO-6,2026-02-13,SA-DOC020008326,8326,CP,0.0,5.425,4903.65,-26602.3,-5.425,CC-2,LOT-006
P008327,Producto Performance 8327,ALM-2,GRUPO-7,2026-02-14,EA-DOC020008327,8327,CP,26.884,0.0,11863.38,318935.11,26.884,CC-3,LOT-007
P008328,Producto Performance 8328,ALM-3,GRUPO-8,2026-02-15,EA-DOC020008328,8328,CP,51.789,0.0,14157.58,733206.91,51.789,CC-4,LOT-008
P008329,Producto Performance 8329,ALM-4,GRUPO-1,2026-02-16,SA-DOC020008329,8329,CP,0.0,16.64,8202.26,-136485.61,-16.64,CC-1,LOT-009
P008330,Producto Performance 8330,ALM-5,GRUPO-2,2026-02-17,EA-DOC020008330,8330,CP,10.528,0.0,9589.28,100955.94,10.528,CC-2,LOT-010
P008331,Producto Performance 8331,ALM-1,GRUPO-3,2026-02-18,EA-DOC020008331,8331,CP,18.119,0.0,7662.87,138843.54,18.119,CC-3,LOT-011
P008332,Producto Performance 8332,ALM-2,GRUPO-4,2026-02-19,SA-DOC020008332,8332,CP,0.0,10.794,11299.8,-121970.04,-10.794,CC-4,LOT-012
P008333,Producto Performance 8333,ALM-3,GRUPO-5,2026-02-20,EA-DOC020008333,8333,CP,39.424,0.0,8828.13,348040.2,39.424,CC-1,LOT-013
P008334,Producto Performance 8334,ALM-4,GRUPO-6,2026-02-21,EA-DOC020008334,8334,CP,46.11,0.0,11868.1,547238.09,46.11,CC-2,LOT-014
P008335,Producto Performance 8335,ALM-5,GRUPO-7,2026-02-22,SA-DOC020008335,8335,CP,0.0,54.22,1682.65,-91233.28,-54.22,CC-3,LOT-015
P008336,Producto Performance 8336,ALM-1,GRUPO-8,2026-02-23,EA-DOC020008336,8336,CP,5.329,0.0,8159.94,43484.32,5.329,CC-4,LOT-016
P008337,Producto Performance 8337,ALM-2,GRUPO-1,2026-02-24,EA-DOC020008337,8337,CP,5.396,0.0,12667.7,68354.91,5.396,CC-1,LOT-017
P008338,Producto Performance 8338,ALM-3,GRUPO-2,2026-02-25,SA-DOC020008338,8338,CP,0.0,26.417,7008.83,-185152.26,-26.417,CC-2,LOT-018
P008339,Producto Performance 8339,ALM-4,GRUPO-3,2026-02-26,EA-DOC020008339,8339,CP,42.639,0.0,14574.8,621454.9,42.639,CC-3,LOT-019
P008340,Producto Performance 8340,ALM-5,GRUPO-4,2026-02-27,EA-DOC020008340,8340,CP,21.669,0.0,10102.2,218904.57,21.669,CC-4,LOT-020
P008341,Producto Performance 8341,ALM-1,GRUPO-5,2026-02-28,SA-DOC020008341,8341,CP,0.0,59.821,11373.17,-680354.4,-59.821,CC-1,LOT-001
P008342,Producto Performance 8342,ALM-2,GRUPO-6,2026-03-01,EA-DOC020008342,8342,CP,31.077,0.0,14627.34,454573.85,31.077,CC-2,LOT-002
P008343,Producto Performance 8343,ALM-3,GRUPO-7,2026-03-02,EA-DOC020008343,8343,CP,27.424,0.0,5788.65,158747.94,27.424,CC-3,LOT-003
P008344,Producto Performance 8344,ALM-4,GRUPO-8,2026-03-03,SA-DOC020008344,8344,CP,0.0,21.951,11517.62,-252823.28,-21.951,CC-4,LOT-004
P008345,Producto Performance 8345,ALM-5,GRUPO-1,2026-02-04,EA-DOC020008345,8345,CP,49.026,0.0,9949.39,487778.79,49.026,CC-1,LOT-005
P008346,Producto Performance 8346,ALM-1,GRUPO-2,2026-02-05,EA-DOC020008346,8346,CP,38.195,0.0,10204.1,389745.6,38.195,CC-2,LOT-006
P008347,Producto Performance 8347,ALM-2,GRUPO-3,2026-02-06,SA-DOC020008347,8347,CP,0.0,51.613,8480.9,-437724.69,-51.613,CC-3,LOT-007
P008348,Producto Performance 8348,ALM-3,GRUPO-4,2026-02-07,EA-DOC020008348,8348,CP,5.823,0.0,4999.23,29110.52,5.823,CC-4,LOT-008
P008349,Producto Performance 8349,ALM-4,GRUPO-5,2026-02-08,EA-DOC020008349,8349,CP,54.315,0.0,3544.89,192540.7,54.315,CC-1,LOT-009
P008350,Producto Performance 8350,ALM-5,GRUPO-6,2026-02-09,SA-DOC020008350,8350,CP,0.0,18.205,3194.2,-58150.41,-18.205,CC-2,LOT-010
P008351,Producto Performance 8351,ALM-1,GRUPO-7,2026-02-10,EA-DOC020008351,8351,CP,15.444,0.0,6400.75,98853.18,15.444,CC-3,LOT-011
P008352,Producto Performance 8352,ALM-2,GRUPO-8,2026-02-11,EA-DOC020008352,8352,CP,7.639,0.0,3732.38,28511.65,7.639,CC-4,LOT-012
P008353,Producto Performance 8353,ALM-3,GRUPO-1,2026-02-12,SA-DOC020008353,8353,CP,0.0,0.935,9030.25,-8443.28,-0.935,CC-1,LOT-013
P008354,Producto Performance 8354,ALM-4,GRUPO-2,2026-02-13,EA-DOC020008354,8354,CP,41.823,0.0,3136.56,131180.35,41.823,CC-2,LOT-014
P008355,Producto Performance 8355,ALM-5,GRUPO-3,2026-02-14,EA-DOC020008355,8355,CP,39.689,0.0,5597.73,222168.31,39.689,CC-3,LOT-015
P008356,Producto Performance 8356,ALM-1,GRUPO-4,2026-02-15,SA-DOC020008356,8356,CP,0.0,43.997,10598.66,-466309.24,-43.997,CC-4,LOT-016
P008357,Producto Performance 8357,ALM-2,GRUPO-5,2026-02-16,EA-DOC020008357,8357,CP,36.437,0.0,3989.4,145361.77,36.437,CC-1,LOT-017
P008358,Producto Performance 8358,ALM-3,GRUPO-6,2026-02-17,EA-DOC020008358,8358,CP,38.876,0.0,8649.86,336271.96,38.876,CC-2,LOT-018
P008359,Producto Performance 8359,ALM-4,GRUPO-7,2026-02-18,SA-DOC020008359,8359,CP,0.0,5.398,8205.13,-44291.29,-5.398,CC-3,LOT-019
P008360,Producto Performance 8360,ALM-5,GRUPO-8,2026-02-19,EA-DOC020008360,8360,CP,56.14,0.0,9256.12,519638.58,56.14,CC-4,LOT-020
P008361,Producto Performance 8361,ALM-1,GRUPO-1,2026-02-20,EA-DOC020008361,8361,CP,24.59,0.0,14900.56,366404.77,24.59,CC-1,LOT-001
P008362,Producto Performance 8362,ALM-2,GRUPO-2,2026-02-21,SA-DOC020008362,8362,CP,0.0,15.173,12172.26,-184689.7,-15.173,CC-2,LOT-002
P008363,Producto Performance 8363,ALM-3,GRUPO-3,2026-02-22,EA-DOC020008363,8363,CP,52.797,0.0,9488.63,500971.2,52.797,CC-3,LOT-003
P008364,Producto Performance 8364,ALM-4,GRUPO-4,2026-02-23,EA-DOC020008364,8364,CP,10.931,0.0,14833.99,162150.34,10.931,CC-4,LOT-004
P008365,Producto Performance 8365,ALM-5,GRUPO-5,2026-02-24,SA-DOC020008365,8365,CP,0.0,33.044,2609.62,-86232.28,-33.044,CC-1,LOT-005
P008366,Producto Performance 8366,ALM-1,GRUPO-6,2026-02-25,EA-DOC020008366,8366,CP,23.433,0.0,1728.35,40500.43,23.433,CC-2,LOT-006
P008367,Producto Performance 8367,ALM-2,GRUPO-7,2026-02-26,EA-DOC020008367,8367,CP,21.449,0.0,3113.41,66779.53,21.449,CC-3,LOT-007
P008368,Producto Performance 8368,ALM-3,GRUPO-8,2026-02-27,SA-DOC020008368,8368,CP,0.0,34.947,8085.31,-282557.33,-34.947,CC-4,LOT-008
P008369,Producto Performance 8369,ALM-4,GRUPO-1,2026-02-28,EA-DOC020008369,8369,CP,11.684,0.0,11432.1,133572.66,11.684,CC-1,LOT-009
P008370,Producto Performance 8370,ALM-5,GRUPO-2,2026-03-01,EA-DOC020008370,8370,CP,44.592,0.0,9920.23,442362.9,44.592,CC-2,LOT-010
P008371,Producto Performance 8371,ALM-1,GRUPO-3,2026-03-02,SA-DOC020008371,8371,CP,0.0,36.981,9383.13,-346997.53,-36.981,CC-3,LOT-011
P008372,Producto Performance 8372,ALM-2,GRUPO-4,2026-03-03,EA-DOC020008372,8372,CP,57.864,0.0,2957.87,171154.19,57.864,CC-4,LOT-012
P008373,Producto Performance 8373,ALM-3,GRUPO-5,2026-02-04,EA-DOC020008373,8373,CP,44.733,0.0,9509.69,425396.96,44.733,CC-1,LOT-013
P008374,Producto Performance 8374,ALM-4,GRUPO-6,2026-02-05,SA-DOC020008374,8374,CP,0.0,48.465,2761.35,-133828.83,-48.465,CC-2,LOT-014
P008375,Producto Performance 8375,ALM-5,GRUPO-7,2026-02-06,EA-DOC020008375,8375,CP,42.176,0.0,7506.31,316586.13,42.176,CC-3,LOT-015
P008376,Producto Performance 8376,ALM-1,GRUPO-8,2026-02-07,EA-DOC020008376,8376,CP,42.565,0.0,4016.46,170960.62,42.565,CC-4,LOT-016
P008377,Producto Performance 8377,ALM-2,GRUPO-1,2026-02-08,SA-DOC020008377,8377,CP,0.0,34.233,5363.69,-183615.2,-34.233,CC-1,LOT-017
P008378,Producto Performance 8378,ALM-3,GRUPO-2,2026-02-09,EA-DOC020008378,8378,CP,58.636,0.0,5355.38,314018.06,58.636,CC-2,LOT-018
P008379,Producto Performance 8379,ALM-4,GRUPO-3,2026-02-10,EA-DOC020008379,8379,CP,13.18,0.0,14528.25,191482.33,13.18,CC-3,LOT-019
P008380,Producto Performance 8380,ALM-5,GRUPO-4,2026-02-11,SA-DOC020008380,8380,CP,0.0,12.71,9304.81,-118264.14,-12.71,CC-4,LOT-020
P008381,Producto Performance 8381,ALM-1,GRUPO-5,2026-02-12,EA-DOC020008381,8381,CP,52.473,0.0,2216.88,116326.34,52.473,CC-1,LOT-001
P008382,Producto Performance 8382,ALM-2,GRUPO-6,2026-02-13,EA-DOC020008382,8382,CP,1.472,0.0,6123.74,9014.15,1.472,CC-2,LOT-002
P008383,Producto Performance 8383,ALM-3,GRUPO-7,2026-02-14,SA-DOC020008383,8383,CP,0.0,40.229,9269.13,-372887.83,-40.229,CC-3,LOT-003
P008384,Producto Performance 8384,ALM-4,GRUPO-8,2026-02-15,EA-DOC020008384,8384,CP,5.174,0.0,8435.23,43643.88,5.174,CC-4,LOT-004
P008385,Producto Performance 8385,ALM-5,GRUPO-1,2026-02-16,EA-DOC020008385,8385,CP,24.016,0.0,13984.68,335856.07,24.016,CC-1,LOT-005
P008386,Producto Performance 8386,ALM-1,GRUPO-2,2026-02-17,SA-DOC020008386,8386,CP,0.0,3.891,2588.77,-10072.9,-3.891,CC-2,LOT-006
P008387,Producto Performance 8387,ALM-2,GRUPO-3,2026-02-18,EA-DOC020008387,8387,CP,12.541,0.0,12014.05,150668.2,12.541,CC-3,LOT-007
P008388,Producto Performance 8388,ALM-3,GRUPO-4,2026-02-19,EA-DOC020008388,8388,CP,44.671,0.0,13058.77,583348.31,44.671,CC-4,LOT-008
P008389,Producto Performance 8389,ALM-4,GRUPO-5,2026-02-20,SA-DOC020008389,8389,CP,0.0,14.008,7114.47,-99659.5,-14.008,CC-1,LOT-009
P008390,Producto Performance 8390,ALM-5,GRUPO-6,2026-02-21,EA-DOC020008390,8390,CP,16.964,0.0,9594.4,162759.4,16.964,CC-2,LOT-010
P008391,Producto Performance 8391,ALM-1,GRUPO-7,2026-02-22,EA-DOC020008391,8391,CP,15.661,0.0,2664.74,41732.49,15.661,CC-3,LOT-011
P008392,Producto Performance 8392,ALM-2,GRUPO-8,2026-02-23,SA-DOC020008392,8392,CP,0.0,25.263,10109.07,-255385.44,-25.263,CC-4,LOT-012
P008393,Producto Performance 8393,ALM-3,GRUPO-1,2026-02-24,EA-DOC020008393,8393,CP,45.021,0.0,9939.82,447500.64,45.021,CC-1,LOT-013
P008394,Producto Performance 8394,ALM-4,GRUPO-2,2026-02-25,EA-DOC020008394,8394,CP,6.138,0.0,7978.52,48972.16,6.138,CC-2,LOT-014
P008395,Producto Performance 8395,ALM-5,GRUPO-3,2026-02-26,SA-DOC020008395,8395,CP,0.0,55.585,9142.55,-508188.64,-55.585,CC-3,LOT-015
P008396,Producto Performance 8396,ALM-1,GRUPO-4,2026-02-27,EA-DOC020008396,8396,CP,5.008,0.0,5342.05,26752.99,5.008,CC-4,LOT-016
P008397,Producto Performance 8397,ALM-2,GRUPO-5,2026-02-28,EA-DOC020008397,8397,CP,28.36,0.0,7490.21,212422.36,28.36,CC-1,LOT-017
P008398,Producto Performance 8398,ALM-3,GRUPO-6,2026-03-01,SA-DOC020008398,8398,CP,0.0,52.089,7581.4,-394907.54,-52.089,CC-2,LOT-018
P008399,Producto Performance 8399,ALM-4,GRUPO-7,2026-03-02,EA-DOC020008399,8399,CP,20.923,0.0,1707.18,35719.33,20.923,CC-3,LOT-019
P008400,Producto Performance 8400,ALM-5,GRUPO-8,2026-03-03,EA-DOC020008400,8400,CP,50.552,0.0,8407.37,425009.37,50.552,CC-4,LOT-020
P008401,Producto Performance 8401,ALM-1,GRUPO-1,2026-02-04,SA-DOC020008401,8401,CP,0.0,35.039,7872.02,-275827.71,-35.039,CC-1,LOT-001
P008402,Producto Performance 8402,ALM-2,GRUPO-2,2026-02-05,EA-DOC020008402,8402,CP,50.629,0.0,13320.21,674388.91,50.629,CC-2,LOT-002
P008403,Producto Performance 8403,ALM-3,GRUPO-3,2026-02-06,EA-DOC020008403,8403,CP,3.439,0.0,8891.45,30577.7,3.439,CC-3,LOT-003
P008404,Producto Performance 8404,ALM-4,GRUPO-4,2026-02-07,SA-DOC020008404,8404,CP,0.0,35.579,12327.45,-438598.34,-35.579,CC-4,LOT-004
P008405,Producto Performance 8405,ALM-5,GRUPO-5,2026-02-08,EA-DOC020008405,8405,CP,19.744,0.0,8891.48,175553.38,19.744,CC-1,LOT-005
P008406,Producto Performance 8406,ALM-1,GRUPO-6,2026-02-09,EA-DOC020008406,8406,CP,10.253,0.0,13168.28,135014.37,10.253,CC-2,LOT-006
P008407,Producto Performance 8407,ALM-2,GRUPO-7,2026-02-10,SA-DOC020008407,8407,CP,0.0,12.231,6087.35,-74454.38,-12.231,CC-3,LOT-007
P008408,Producto Performance 8408,ALM-3,GRUPO-8,2026-02-11,EA-DOC020008408,8408,CP,54.21,0.0,11449.18,620660.05,54.21,CC-4,LOT-008
P008409,Producto Performance 8409,ALM-4,GRUPO-1,2026-02-12,EA-DOC020008409,8409,CP,18.995,0.0,4189.88,79586.77,18.995,CC-1,LOT-009
P008410,Producto Performance 8410,ALM-5,GRUPO-2,2026-02-13,SA-DOC020008410,8410,CP,0.0,5.531,8960.82,-49562.3,-5.531,CC-2,LOT-010
P008411,Producto Performance 8411,ALM-1,GRUPO-3,2026-02-14,EA-DOC020008411,8411,CP,39.249,0.0,14211.34,557780.88,39.249,CC-3,LOT-011
P008412,Producto Performance 8412,ALM-2,GRUPO-4,2026-02-15,EA-DOC020008412,8412,CP,49.557,0.0,4074.16,201903.15,49.557,CC-4,LOT-012
P008413,Producto Performance 8413,ALM-3,GRUPO-5,2026-02-16,SA-DOC020008413,8413,CP,0.0,50.547,6235.46,-315183.8,-50.547,CC-1,LOT-013
P008414,Producto Performance 8414,ALM-4,GRUPO-6,2026-02-17,EA-DOC020008414,8414,CP,12.013,0.0,6543.06,78601.78,12.013,CC-2,LOT-014
P008415,Producto Performance 8415,ALM-5,GRUPO-7,2026-02-18,EA-DOC020008415,8415,CP,55.087,0.0,13834.05,762076.31,55.087,CC-3,LOT-015
P008416,Producto Performance 8416,ALM-1,GRUPO-8,2026-02-19,SA-DOC020008416,8416,CP,0.0,26.076,5392.15,-140605.7,-26.076,CC-4,LOT-016
P008417,Producto Performance 8417,ALM-2,GRUPO-1,2026-02-20,EA-DOC020008417,8417,CP,35.791,0.0,13429.44,480653.09,35.791,CC-1,LOT-017
P008418,Producto Performance 8418,ALM-3,GRUPO-2,2026-02-21,EA-DOC020008418,8418,CP,55.118,0.0,2320.04,127875.96,55.118,CC-2,LOT-018
P008419,Producto Performance 8419,ALM-4,GRUPO-3,2026-02-22,SA-DOC020008419,8419,CP,0.0,1.887,12921.18,-24382.27,-1.887,CC-3,LOT-019
P008420,Producto Performance 8420,ALM-5,GRUPO-4,2026-02-23,EA-DOC020008420,8420,CP,0.267,0.0,14004.87,3739.3,0.267,CC-4,LOT-020
P008421,Producto Performance 8421,ALM-1,GRUPO-5,2026-02-24,EA-DOC020008421,8421,CP,41.12,0.0,13487.46,554604.36,41.12,CC-1,LOT-001
P008422,Producto Performance 8422,ALM-2,GRUPO-6,2026-02-25,SA-DOC020008422,8422,CP,0.0,59.177,3327.9,-196935.14,-59.177,CC-2,LOT-002
P008423,Producto Performance 8423,ALM-3,GRUPO-7,2026-02-26,EA-DOC020008423,8423,CP,49.345,0.0,12473.7,615514.73,49.345,CC-3,LOT-003
P008424,Producto Performance 8424,ALM-4,GRUPO-8,2026-02-27,EA-DOC020008424,8424,CP,59.519,0.0,5677.68,337929.84,59.519,CC-4,LOT-004
P008425,Producto Performance 8425,ALM-5,GRUPO-1,2026-02-28,SA-DOC020008425,8425,CP,0.0,54.321,10398.16,-564838.45,-54.321,CC-1,LOT-005
P008426,Producto Performance 8426,ALM-1,GRUPO-2,2026-03-01,EA-DOC020008426,8426,CP,0.602,0.0,3496.89,2105.13,0.602,CC-2,LOT-006
P008427,Producto Performance 8427,ALM-2,GRUPO-3,2026-03-02,EA-DOC020008427,8427,CP,39.917,0.0,3024.99,120748.53,39.917,CC-3,LOT-007
P008428,Producto Performance 8428,ALM-3,GRUPO-4,2026-03-03,SA-DOC020008428,8428,CP,0.0,24.272,9670.54,-234723.35,-24.272,CC-4,LOT-008
P008429,Producto Performance 8429,ALM-4,GRUPO-5,2026-02-04,EA-DOC020008429,8429,CP,45.884,0.0,5196.21,238422.9,45.884,CC-1,LOT-009
P008430,Producto Performance 8430,ALM-5,GRUPO-6,2026-02-05,EA-DOC020008430,8430,CP,50.728,0.0,8713.27,442006.76,50.728,CC-2,LOT-010
P008431,Producto Performance 8431,ALM-1,GRUPO-7,2026-02-06,SA-DOC020008431,8431,CP,0.0,21.679,7249.69,-157166.03,-21.679,CC-3,LOT-011
P008432,Producto Performance 8432,ALM-2,GRUPO-8,2026-02-07,EA-DOC020008432,8432,CP,44.759,0.0,2583.9,115652.78,44.759,CC-4,LOT-012
P008433,Producto Performance 8433,ALM-3,GRUPO-1,2026-02-08,EA-DOC020008433,8433,CP,2.969,0.0,2952.37,8765.59,2.969,CC-1,LOT-013
P008434,Producto Performance 8434,ALM-4,GRUPO-2,2026-02-09,SA-DOC020008434,8434,CP,0.0,39.192,7291.25,-285758.67,-39.192,CC-2,LOT-014
P008435,Producto Performance 8435,ALM-5,GRUPO-3,2026-02-10,EA-DOC020008435,8435,CP,24.824,0.0,14575.72,361827.67,24.824,CC-3,LOT-015
P008436,Producto Performance 8436,ALM-1,GRUPO-4,2026-02-11,EA-DOC020008436,8436,CP,52.108,0.0,1666.66,86846.32,52.108,CC-4,LOT-016
P008437,Producto Performance 8437,ALM-2,GRUPO-5,2026-02-12,SA-DOC020008437,8437,CP,0.0,5.451,14483.22,-78948.03,-5.451,CC-1,LOT-017
P008438,Producto Performance 8438,ALM-3,GRUPO-6,2026-02-13,EA-DOC020008438,8438,CP,54.715,0.0,3149.76,172339.12,54.715,CC-2,LOT-018
P008439,Producto Performance 8439,ALM-4,GRUPO-7,2026-02-14,EA-DOC020008439,8439,CP,0.871,0.0,8814.03,7677.02,0.871,CC-3,LOT-019
P008440,Producto Performance 8440,ALM-5,GRUPO-8,2026-02-15,SA-DOC020008440,8440,CP,0.0,53.775,8624.45,-463779.8,-53.775,CC-4,LOT-020
P008441,Producto Performance 8441,ALM-1,GRUPO-1,2026-02-16,EA-DOC020008441,8441,CP,55.023,0.0,4060.41,223415.94,55.023,CC-1,LOT-001
P008442,Producto Performance 8442,ALM-2,GRUPO-2,2026-02-17,EA-DOC020008442,8442,CP,19.641,0.0,9117.93,179085.26,19.641,CC-2,LOT-002
P008443,Producto Performance 8443,ALM-3,GRUPO-3,2026-02-18,SA-DOC020008443,8443,CP,0.0,20.622,10773.99,-222181.22,-20.622,CC-3,LOT-003
P008444,Producto Performance 8444,ALM-4,GRUPO-4,2026-02-19,EA-DOC020008444,8444,CP,17.581,0.0,14870.31,261434.92,17.581,CC-4,LOT-004
P008445,Producto Performance 8445,ALM-5,GRUPO-5,2026-02-20,EA-DOC020008445,8445,CP,13.822,0.0,5636.55,77908.39,13.822,CC-1,LOT-005
P008446,Producto Performance 8446,ALM-1,GRUPO-6,2026-02-21,SA-DOC020008446,8446,CP,0.0,20.725,7109.25,-147339.21,-20.725,CC-2,LOT-006
P008447,Producto Performance 8447,ALM-2,GRUPO-7,2026-02-22,EA-DOC020008447,8447,CP,43.379,0.0,5029.25,218163.84,43.379,CC-3,LOT-007
P008448,Producto Performance 8448,ALM-3,GRUPO-8,2026-02-23,EA-DOC020008448,8448,CP,39.735,0.0,13732.22,545649.76,39.735,CC-4,LOT-008
P008449,Producto Performance 8449,ALM-4,GRUPO-1,2026-02-24,SA-DOC020008449,8449,CP,0.0,35.583,14485.58,-515440.39,-35.583,CC-1,LOT-009
P008450,Producto Performance 8450,ALM-5,GRUPO-2,2026-02-25,EA-DOC020008450,8450,CP,4.645,0.0,9518.94,44215.48,4.645,CC-2,LOT-010
P008451,Producto Performance 8451,ALM-1,GRUPO-3,2026-02-26,EA-DOC020008451,8451,CP,46.794,0.0,4089.61,191369.21,46.794,CC-3,LOT-011
P008452,Producto Performance 8452,ALM-2,GRUPO-4,2026-02-27,SA-DOC020008452,8452,CP,0.0,21.298,7845.03,-167083.45,-21.298,CC-4,LOT-012
